system:index,classification,fireBinary,.geo
199_0,0.50977045,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.98083214175989,19.476629047281584]}"
200_0,0.10639594,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.30170578696554,18.474109190204196]}"
201_0,0.66530776,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.05933574902824,18.007883557746165]}"
202_0,0.50327426,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.52808123856366,18.2073095508207]}"
203_0,0.5667662,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.20216787920324,18.722044208621185]}"
204_0,0.21972966,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.26110651040518,19.878175979283007]}"
205_0,0.44839323,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.79757582379952,18.840621826124963]}"
206_0,0.24117295,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.23433214065658,18.948419660219304]}"
207_0,0.2746399,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.2585866533278,17.312587527837657]}"
208_0,0.43938684,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.26128159918017,19.476629047281584]}"
209_0,0.0798536,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.09419495633392,18.678925074983447]}"
210_0,0.6107434,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.66856860043625,18.22886911763957]}"
211_0,0.82440346,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.99196210271927,18.40673554389523]}"
212_0,0.6508603,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.44705777421792,19.959024354853767]}"
213_0,0.08438221,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.91902347593062,18.57651713259382]}"
214_0,0.2508448,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.24511192406601,17.388046011703693]}"
215_0,0.16450518,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.34195488597594,17.953984640698994]}"
216_0,0.7300307,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.59275993902025,20.128805943552354]}"
217_0,0.0556145,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.04299098513911,15.8007229046645]}"
218_0,0.16947928,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.52269134685893,18.253123630310796]}"
219_0,0.25444314,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.05377076854855,18.40673554389523]}"
220_0,0.38498032,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.06203069488059,18.271988251277303]}"
221_0,0.12156749,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.2183375543174,17.803067672966915]}"
222_0,0.7703695,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.94075813152446,18.533397998956083]}"
223_0,0.03287359,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.40680867520751,19.040047819199494]}"
224_0,0.42527482,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.56850542634903,18.29624276394853]}"
225_0,0.20064142,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.80062094720182,18.697789695949957]}"
226_0,0.29194927,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.3611696844924,17.929730128027767]}"
227_0,0.3656618,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.04586101976645,19.323017133697142]}"
228_0,0.22871026,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.79792600134945,18.775943125668356]}"
229_0,0.4716382,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.54964080538252,19.172100165965066]}"
230_0,0.1578537,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.51460650930187,19.382305942449033]}"
231_0,0.36749607,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.49591697711033,18.937639876809868]}"
232_0,0.62458634,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.80566066135658,18.97267417289053]}"
233_0,0.06418634,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.01030145736087,19.10742146550846]}"
234_0,0.8156149,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.65509387117446,18.56573734918439]}"
235_0,0.21143223,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.8245252823231,19.735343849108006]}"
236_0,0.59973043,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.95927257494102,17.948594748994275]}"
237_0,0.5099489,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.08072022707213,16.64693590230509]}"
238_0,0.10737672,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.54442600245278,18.528008107251367]}"
239_0,0.26486555,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.54138087905048,20.136890781109432]}"
240_0,0.15326346,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.76254152771885,20.322842044922172]}"
241_0,0.40265962,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.88668412570232,17.902780669504182]}"
242_0,0.3416351,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.08072022707213,19.185574895226857]}"
243_0,0.6982043,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.17791336653201,19.285287891764124]}"
244_0,0.24442892,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.06976535488772,20.260858290317923]}"
245_0,0.1788274,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.18564802653914,19.735343849108006]}"
246_0,0.30361417,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.94075813152446,18.139935904511734]}"
247_0,0.48834372,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.62527437802353,19.651800527684887]}"
248_0,0.15640448,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.62222925462123,18.999623631414117]}"
249_0,0.52027965,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.35003972353302,19.19904962448865]}"
250_0,0.83792573,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.8733844852155,18.63311099549335]}"
251_0,0.7402339,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.0668953202604,19.42273013023441]}"
252_0,0.14761288,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.32865524548912,20.018313163605654]}"
253_0,0.2579849,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.13426896656937,19.045437710904213]}"
254_0,0.30814323,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.33656499427123,19.14245576158912]}"
255_0,0.56880695,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.95136282615893,16.733174169580565]}"
256_0,0.20529145,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.1560036221632,18.196529767411263]}"
257_0,0.62772363,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.97796210713257,18.625026157936276]}"
258_0,0.4350014,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.94310289982687,18.253123630310796]}"
259_0,0.18209906,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.86764441596084,19.961719300706125]}"
260_0,0.2193279,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.99161192516932,19.624851069161302]}"
261_0,0.45482355,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.54712094830514,16.9326001626551]}"
262_0,0.85263616,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.04012095051178,18.554957565774952]}"
263_0,0.26138172,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.32074549670702,17.956679586551353]}"
264_0,0.14036351,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.19912275580094,18.20461460496834]}"
265_0,0.3025293,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.58450001268821,18.498363702875423]}"
266_0,0.09327073,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.04838087684384,18.630416049640992]}"
267_0,0.27685794,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.86764441596084,19.79732760371225]}"
268_0,0.67355883,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.30422564404293,20.007533380196218]}"
269_0,0.28430152,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.4283682420264,18.630416049640992]}"
270_0,0.060555905,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.09150001048157,18.835231934420243]}"
271_0,0.21340124,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.44740795176787,19.643715690127813]}"
272_0,0.32390743,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.44992780884526,18.196529767411263]}"
273_0,0.3741229,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.20738268213299,16.638851064748014]}"
274_0,0.29397765,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.8245252823231,20.198874535713678]}"
275_0,0.12625697,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.0431660739141,18.964589335333454]}"
276_0,0.39103332,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.36638448742214,19.53591785603347]}"
277_0,0.21496774,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.90033394373908,17.73569402665795]}"
278_0,0.38345012,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.06742058658531,17.73569402665795]}"
279_0,0.10247858,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.816615533541,16.89217597486972]}"
280_0,0.23666377,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.47166246443909,19.08316695283723]}"
281_0,0.24299751,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.0808953158471,17.525488250173982]}"
282_0,0.73368734,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.60910470290939,16.673885360828674]}"
283_0,0.64643794,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.59562997364759,17.064652509420668]}"
284_0,0.56189764,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.1236642719349,18.754383558849486]}"
285_0,0.32178077,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.1450487499788,18.91877525584336]}"
286_0,0.21824467,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.17486824312971,18.484888973613632]}"
287_0,0.46982834,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.90824369252118,17.388046011703693]}"
288_0,0.061784003,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.8489548837693,18.530703053103725]}"
289_0,0.47236001,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.2988357523382,18.385175977076365]}"
290_0,0.6432738,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.75732672478911,17.43116514534143]}"
291_0,0.11390161,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.36890434449953,19.589816773080642]}"
292_0,0.5168378,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.26667149088487,18.161495471330603]}"
293_0,0.3457971,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.01856138369291,20.320147099069814]}"
294_0,0.8682172,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.63066426972826,16.733174169580565]}"
295_0,0.5973613,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.67360831459102,17.881221102685313]}"
296_0,0.07847493,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.47166246443909,19.603291502342437]}"
297_0,0.42225862,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.05933574902824,18.320497276619758]}"
298_0,0.43412048,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.4905270854056,17.35570666147539]}"
299_0,0.4733701,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.97257221542785,18.732823992030617]}"
300_0,0.619569,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.530951273191,17.32336731124709]}"
301_0,0.60932004,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.64396391021508,18.97267417289053]}"
302_0,0.88727635,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.69821300481219,18.288157926391456]}"
303_0,0.7775498,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.5363411648957,18.03752796212211]}"
304_0,0.67591316,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.94075813152446,18.630416049640992]}"
305_0,0.6862205,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.1804332236094,17.1535857225485]}"
306_0,0.6253942,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.77097654282588,18.29624276394853]}"
307_0,0.79257274,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.65743863947687,18.377091139519287]}"
308_0,0.77178824,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.37194946790183,19.18018500352214]}"
309_0,0.66879386,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.15061373045849,18.819062259306094]}"
310_0,0.7094009,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.81122564183627,16.04326803137677]}"
311_0,0.5567801,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.40428881813014,17.619811355006533]}"
312_0,0.6376755,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.94310289982687,18.271988251277303]}"
313_0,0.5966776,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.10479965096839,19.12359114062261]}"
314_0,0.30144247,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.56850542634903,19.102031573803743]}"
315_0,0.5891101,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.86746932718586,19.247558649831106]}"
316_0,0.32289737,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.25589170747544,19.37422110489196]}"
317_0,0.67458725,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.71420759115136,17.24790882738105]}"
318_0,0.8625391,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.92997834811503,18.27468319712966]}"
319_0,0.8873778,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.892249106182,18.951114606071663]}"
320_0,0.5736702,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.29092600355611,17.388046011703693]}"
321_0,0.68922275,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.47705235614382,19.188269841079215]}"
322_0,0.8678856,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.61162455998677,18.64119583305043]}"
323_0,0.6057502,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.22372744602211,19.430814967791488]}"
324_0,0.7593554,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.92189351055795,18.509143486284856]}"
325_0,0.6608172,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.26415163380749,17.37996117414662]}"
326_0,0.44226232,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.29631589526082,17.676405217906062]}"
327_0,0.5125305,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.44740795176787,17.404215686817846]}"
328_0,0.60046536,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.19929784457591,17.33684204050888]}"
329_0,0.6232696,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.95692780663862,18.290852872243814]}"
330_0,0.6454442,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.7842761833127,17.20478969374331]}"
331_0,0.76052535,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.7842761833127,17.816542402228706]}"
332_0,0.81440634,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.29362094940846,19.767683199336307]}"
333_0,0.5568882,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.92441336763534,17.070042401125384]}"
334_0,0.7197529,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.0455108422165,18.288157926391456]}"
335_0,0.6348867,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.16713358312258,17.35840160732775]}"
336_0,0.55555916,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.6035397224297,18.498363702875423]}"
337_0,0.9342579,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.21816246554242,17.255993664938124]}"
338_0,0.68815774,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.00526174320609,19.57903698967121]}"
339_0,0.8805497,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.8678195047358,18.218089334230132]}"
340_0,0.34708834,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.67630326044338,18.97267417289053]}"
341_0,0.9034344,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.4393231142108,19.239473812274028]}"
342_0,0.5049183,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.14522383875376,19.395780671710824]}"
343_0,0.55578065,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.61683936291652,18.948419660219304]}"
344_0,0.4991769,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.50365163711746,18.52531316139901]}"
345_0,0.5090552,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.33152528011645,17.62250630085889]}"
346_0,0.64409703,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.08862997585423,19.0723871694278]}"
347_0,0.67327684,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.05377076854855,16.74125900713764]}"
348_0,0.6513141,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.19373286409622,18.986148902152323]}"
349_0,0.57353526,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.90806860374622,17.99979872018909]}"
350_0,0.6080147,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.14287907045136,18.01596839530324]}"
351_0,0.8035441,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.14287907045136,19.681444932060835]}"
352_0,0.7227233,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.93771300812216,18.56304240333203]}"
353_0,0.8373767,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.80870578475889,19.26911821664997]}"
354_0,0.83426356,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.71133755652404,18.196529767411263]}"
355_0,0.5420417,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.49556679956038,18.549567674070236]}"
356_0,0.30459517,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.68977798970516,18.552262619922594]}"
357_0,0.34323224,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.81374549891366,19.250253595683464]}"
358_0,0.8844528,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.36925452204947,18.379786085371645]}"
359_0,0.76375186,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.23702708650893,17.28294312346171]}"
360_0,0.62619627,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.69768773848728,18.061782474793336]}"
361_0,0.80471367,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.19373286409622,18.797502692487225]}"
362_0,0.6040933,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.99700181687405,18.180360092297114]}"
363_0,0.88033307,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.69821300481219,18.239648901049]}"
364_0,0.6060129,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.73307221211788,18.630416049640992]}"
365_0,0.82450384,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.90302888959144,18.379786085371645]}"
366_0,0.5060269,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.13983394704906,19.53591785603347]}"
367_0,0.35029998,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.56024550001699,18.126461175249943]}"
368_0,0.627281,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.99448195979666,17.180535181072084]}"
369_0,0.74607396,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.42854333080136,18.452549623385327]}"
370_0,0.6993672,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.09671481341131,18.404040598042872]}"
371_0,0.7546134,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.15887365679053,17.37996117414662]}"
372_0,0.5555071,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.921543333008,18.03483301626975]}"
373_0,0.61455077,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.32039531915707,18.97536911874289]}"
374_0,0.78719556,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.03490614758203,19.514358289214602]}"
375_0,0.7970688,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.59024008194288,17.183230126924443]}"
376_0,0.8165286,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.26954152551221,18.347446735143343]}"
377_0,0.8314437,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.33961011767353,18.266598359572587]}"
378_0,0.46562126,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.82470037109807,15.83845214659752]}"
379_0,0.8627617,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.81679062231596,18.126461175249943]}"
380_0,0.605081,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.07228521196511,19.549392585295262]}"
381_0,0.529941,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.09401986755896,19.30954240443535]}"
382_0,0.5229201,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.68977798970516,18.479499081908912]}"
383_0,0.90343493,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.06437546318301,18.657365508164578]}"
384_0,0.5550054,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.86512455888345,16.056742760638564]}"
385_0,0.32268083,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.85129965207172,19.34457670051601]}"
386_0,0.5357502,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.66300361995656,16.43942507167348]}"
387_0,0.3080342,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.15635379971314,17.590166950630586]}"
388_0,0.1622015,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.08341517292449,18.506448540432498]}"
389_0,0.6753019,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.23702708650893,17.1535857225485]}"
390_0,0.8870171,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.64396391021508,18.840621826124963]}"
391_0,0.8264072,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.70360289651691,18.41482038145231]}"
392_0,0.8722124,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.19912275580094,18.697789695949957]}"
393_0,0.68309706,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.1267093953372,18.0510026913839]}"
394_0,0.7916312,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[100.3257852108618,18.20461460496834]}"
395_0,0.51346433,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.46340253810705,18.79211280078251]}"
396_0,0.69896734,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[98.71151264529901,17.503928683355113]}"
397_0,0.5693869,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[99.64665885606743,18.48758391946599]}"
398_0,0.9094223,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[97.75750181356408,18.409430489747592]}"
